,HPSA_Ind,prob_1,prob_2
105,1,0.9192540646,0.08074595030000001
106,2,0.4400664568,0.5599334836000001
107,1,0.9622152448,0.0377847627
108,1,0.8583323359,0.14166770880000001
109,1,0.9114901423,0.0885098949
110,1,0.5425622463,0.45743772390000004
111,1,0.865138948,0.1348610669
112,1,0.6151065826000001,0.38489347700000004
113,1,0.5378453135,0.4621546566
114,1,0.6151065826000001,0.38489347700000004
115,1,0.6766285896,0.3233714104
116,2,0.1432145089,0.8567854166000001
117,2,0.35295933490000003,0.6470406651
118,2,0.1543648839,0.8456351161000001
119,1,0.9299482107,0.07005183400000001
120,2,0.0064550494,0.9935449362000001
121,1,0.9417030811,0.0582969449
122,1,0.6128200889000001,0.3871799111
123,1,0.9518390298,0.048160940400000005
124,1,0.9397428632,0.0602571256
125,1,0.8589347005,0.14106532930000001
126,2,0.4607284367,0.5392715335
127,2,0.3009361327,0.6990638971
128,2,0.0606032498,0.9393967390000001
129,1,0.9727977514,0.0272022188
130,1,0.651137352,0.3488626778
131,2,0.4963585734,0.5036414266
132,2,0.2558127344,0.7441872358
133,1,0.9380025268000001,0.061997544
134,2,0.4987079203,0.5012920499
135,1,0.9389603734,0.061039675
136,1,0.609557569,0.3904424906
137,1,0.8592745662,0.1407254338
138,1,0.8589347005,0.14106532930000001
139,2,0.4770995677,0.5229004025
140,2,0.2390701175,0.7609298825
141,1,0.9854550362000001,0.0145449396
142,2,0.015214761700000001,0.9847851992000001
143,2,0.1105500907,0.889449954
144,1,0.7141916156,0.2858084142
145,2,0.050064452,0.9499355555000001
146,1,0.9479464889,0.0520534925
147,1,0.8948797584,0.1051203012
148,2,0.0629141703,0.9370858669000001
149,1,0.9280588627,0.07194114480000001
150,1,0.7208935618,0.279106468
151,2,0.24802753330000002,0.7519724965
152,1,0.9968534112,0.0031466447000000003
153,2,0.3449020386,0.6550979614
154,1,0.8851827979,0.1148172021
155,2,0.1007624641,0.8992375135
156,1,0.6115996838000001,0.38840037580000003
157,1,0.8602725267,0.1397274882
158,1,0.5411321521,0.45886787770000004
159,2,0.0295315888,0.9704684615
160,1,0.8913030028000001,0.1086969972
161,1,0.5028956532000001,0.49710434680000004
162,2,0.09960406270000001,0.9003959298
163,2,0.4688497782,0.5311502218
164,1,0.864646256,0.1353537589
165,1,0.5052142143,0.4947857559
166,1,0.6621943116,0.3378056884
167,2,0.34500530360000004,0.6549946666
168,1,0.6469197869000001,0.3530802429
169,1,0.5043250918000001,0.4956748784
170,1,0.9323874712,0.0676125214
171,1,0.6806093454000001,0.3193906546
172,1,0.6950028539,0.30499711630000004
173,1,0.7550886869,0.2449112833
174,1,0.7961369157,0.2038630843
175,2,0.0039125504,0.9960874319
176,2,0.0336366855,0.9663633704000001
177,1,0.5722699761,0.4277299941
178,1,0.5411102176,0.45888975260000003
179,1,0.9302617908,0.0697382018
180,2,0.0433821976,0.9566177726
181,1,0.9822530746,0.0177469179
182,2,0.1246670783,0.8753329515
183,1,0.6950028539,0.30499711630000004
184,1,0.8077190518,0.1922809333
185,2,0.0222736038,0.9777263999
186,1,0.824898839,0.1751012206
187,2,0.0,1.0
188,1,0.9878190756,0.0121809067
189,2,0.0332212895,0.9667786956000001
190,2,0.0826182663,0.9173817039000001
191,1,0.8325076699,0.1674922854
192,2,0.010459112000000001,0.9895408750000001
193,1,0.703950882,0.2960491478
194,1,0.9441942573000001,0.0558057241
195,1,0.9542453885000001,0.0457545742
196,1,0.7082489729,0.2917510271
197,2,0.080632329,0.9193676114
198,1,0.8289841413,0.1710159034
199,2,0.3831932247,0.6168068051000001
200,2,0.0071616457,0.9928383231000001
201,1,0.6079508662,0.3920491338
202,2,0.44795838,0.5520415902
203,2,0.49773821230000004,0.5022617579
204,1,0.9032196403,0.0967804268
205,1,0.8825851083,0.11741488430000001
206,2,0.0001009194,0.9998990297
207,1,0.7144513726,0.2855485678
208,1,0.8434433937,0.1565566063
209,2,0.0313728228,0.9686272144
210,1,0.9329997301,0.06700027730000001
211,1,0.8015102744,0.1984896958
212,1,0.9723551273000001,0.0276448932
213,1,0.9808878899000001,0.0191121437
214,2,0.08303487300000001,0.9169651270000001
215,1,0.6089718342,0.3910281062
216,1,0.9717236161,0.0282763932
217,1,0.8168453574000001,0.1831546724
218,2,0.005219744100000001,0.9947803020000001
219,2,0.4572209418,0.5427790284
220,2,1.3980999999999998e-06,0.9999985695
221,2,0.0001043938,0.9998955727000001
222,1,0.7849128246,0.21508720520000002
223,2,0.2224622518,0.7775377035000001
224,2,0.0027051028000000003,0.9972948432000001
225,1,0.8340332508,0.1659667641
226,2,0.0062323073,0.9937677383
227,1,0.5873240232,0.41267600660000003
228,1,0.5452697277,0.4547302723
229,2,0.4496845305,0.5503154993
230,2,0.0070813852,0.992918551
231,2,0.0425300002,0.9574699998
232,2,0.2667276859,0.7332723141
233,1,0.7853040099,0.21469603480000002
234,1,0.5737074614000001,0.4262925088
235,1,0.6461706758,0.3538292944
236,1,0.8085927963,0.1914071739
237,1,0.5998705626,0.4001294374
238,2,3.8611e-06,0.9999961853
239,2,0.19810159500000002,0.8018984199
240,1,0.7873426676,0.2126573324
241,2,0.08020716160000001,0.9197928309000001
242,2,0.277844727,0.7221553326
243,2,0.011106746300000001,0.9888932109
244,1,0.8780110478,0.1219889522
245,1,0.8913030028000001,0.1086969972
246,2,0.2165205926,0.7834794521
247,1,0.7467536926,0.25324636700000003
248,2,0.0086612096,0.9913388491
249,1,0.5684405565,0.43155944350000003
250,1,0.7577396035,0.2422603369
251,1,0.7650566697000001,0.2349433303
252,1,0.6758667231000001,0.3241333067
253,1,0.9412473440000001,0.0587526746
254,2,0.2667276859,0.7332723141
255,1,0.8659550548,0.13404494520000002
256,2,0.0145453149,0.9854546785
257,1,0.9454284310000001,0.054571516800000004
258,1,0.8637018204,0.1362982094
259,2,0.2834928632,0.7165071964
260,1,0.9481905699000001,0.0518094525
261,1,0.8847204447,0.11527952550000001
262,1,0.7692234516,0.23077656330000001
263,1,0.9649216533,0.0350783765
264,1,0.6312772632,0.36872276660000003
265,2,0.0079289041,0.9920710921
266,2,0.02800484,0.9719951749
267,1,0.7468705177,0.2531294823
268,1,0.8626277447,0.1373722404
269,2,0.0026344624000000003,0.9973655343000001
270,2,0.18419088420000002,0.8158091307
271,1,0.7996734977000001,0.20032650230000001
272,1,0.9634651542,0.0365347788
273,1,0.8738459945,0.1261540204
274,2,0.1485333592,0.8514666557
275,1,0.9239564538,0.0760435835
276,1,0.9515494704,0.048450540800000004
277,1,0.8946910501,0.105308935
278,1,0.9130184650000001,0.0869815573
279,1,0.8793520331,0.1206479371
280,2,0.0002220225,0.9997779727
281,1,0.9854004979000001,0.0145995477
282,1,0.8825594187,0.1174405813
283,2,0.0025301073000000003,0.9974699020000001
284,1,0.9426550269,0.0573449247
285,1,0.9837741852,0.0162257738
286,1,0.8918738961,0.1081261709
287,2,0.0279767141,0.9720233083
288,2,2.2021e-06,0.9999978542000001
289,1,0.8414118886,0.15858815610000002
290,1,0.9114901423,0.0885098949
291,1,0.8101257086,0.1898743212
292,1,0.8289380670000001,0.1710619628
293,1,0.5711203814,0.4288796782
294,2,2.7058e-06,0.9999972582000001
295,2,0.398825407,0.6011746526
296,1,0.7555722594000001,0.2444277853
297,1,0.864646256,0.1353537589
298,1,0.8651529551,0.13484697040000002
299,1,0.8825594187,0.1174405813
300,1,0.9422211647000001,0.0577788539
301,1,0.6366644502000001,0.3633355498
302,2,0.0,1.0
303,2,0.302944988,0.6970549822000001
304,2,0.0458915941,0.954108417
305,1,0.5907884240000001,0.4092115462
306,2,0.3745498061,0.6254501939
307,2,0.0600893162,0.9399107099
308,2,0.13915483650000002,0.8608451486
309,1,0.9302617908,0.0697382018
310,1,0.8987424970000001,0.10125751790000001
311,1,0.8388816714,0.161118269
312,2,0.4665140808,0.533485949
313,1,0.9796946645000001,0.0203053355
314,1,0.9083994031,0.0916005671
315,1,0.7104980350000001,0.289501965
316,2,0.0070348536,0.9929651022
317,2,0.2746348679,0.7253651023000001
318,1,0.9302617908,0.0697382018
319,2,0.025505643300000002,0.9744943380000001
320,1,0.9073953629,0.0926045999
321,1,0.8102704883,0.18972951170000002
322,1,0.6235940456,0.3764059246
323,1,0.6728995442,0.3271004558
324,1,0.9715302587,0.0284697358
325,2,0.0518693589,0.9481306672
326,1,0.8562807441,0.14371930060000002
327,1,0.7312681079000001,0.26873189210000004
328,1,0.9013116956,0.0986882746
329,2,0.2922850251,0.7077149749
330,1,0.609557569,0.3904424906
331,1,0.9446798563000001,0.0553201549
332,2,0.1307953447,0.8692046404
333,1,0.8596364856,0.1403635293
334,2,5.153e-07,0.9999995232000001
335,1,0.8883222938,0.1116777062
336,2,0.4645073414,0.5354926586000001
337,1,0.7503499389,0.24965007600000003
338,1,0.6745061874,0.3254938126
339,1,0.9761175513,0.0238824077
340,1,0.5998069644,0.4001930356
341,2,2.8200000000000004e-08,1.0
342,2,0.0004815414,0.9995185137
343,2,0.0005140393,0.9994859695
344,1,0.6570007801000001,0.3429992497
345,2,0.3217265904,0.6782734394000001
346,2,0.00017734100000000002,0.9998226762
347,1,0.7655856609,0.2344142944
348,1,0.8555497527,0.1444502771
349,1,0.9389364123,0.0610636249
350,1,0.5081918240000001,0.4918081462
351,2,0.0011837396,0.9988162518
352,2,0.499006182,0.5009938478
353,2,0.0007924285,0.9992075562
354,2,6.5164e-06,0.9999934435000001
355,2,0.0666005611,0.9333994389
356,2,0.0804566815,0.9195432663
357,2,2.5012e-06,0.9999974966
358,1,0.9379909635,0.062009040300000005
359,1,0.6235940456,0.3764059246
360,2,2e-10,1.0
361,1,0.7548538446,0.2451460809
362,2,0.1376730055,0.8623269796
363,1,0.5002189875,0.4997810125
364,1,0.6322977543,0.36770230530000003
365,1,0.7058710456,0.29412895440000003
366,1,0.8456010818,0.1543989182
367,2,0.415076524,0.5849235058000001
368,1,0.9432141185,0.0567858927
369,2,0.0289102923,0.9710897207
370,1,0.6950028539,0.30499711630000004
371,2,0.0838426948,0.9161573648
372,1,0.9645344019000001,0.0354655199
373,1,0.8474976420000001,0.1525023431
374,2,0.0019421495000000002,0.9980577826
375,1,0.8589347005,0.14106532930000001
376,2,0.2716415524,0.7283583879000001
377,2,0.0265297461,0.9734702110000001
378,2,0.2377852798,0.7622147799
379,1,0.9255610704,0.07443892960000001
380,2,2.3601e-06,0.9999976158
381,2,0.0,1.0
382,1,0.5378453135,0.4621546566
383,2,0.20961588620000002,0.7903841138000001
384,1,0.651137352,0.3488626778
385,2,0.2830243707,0.7169756293
386,1,0.9818925858,0.0181073528
387,1,0.7718005776,0.2281993926
388,1,0.8830976486000001,0.1169023961
389,1,0.9821573496,0.0178426728
390,2,0.4259318709,0.5740681291
391,2,0.22464787960000002,0.7753521800000001
392,1,0.9128634334,0.0871365666
393,2,0.0018902528,0.9981096983000001
394,1,0.6551216245,0.3448784053
395,2,0.4617228806,0.5382770896
396,1,0.9084033370000001,0.0915967003
397,1,0.9209460020000001,0.07905405010000001
398,1,0.7960465550000001,0.203953445
399,2,0.027911542,0.9720884562000001
