,HPSA_Ind,prob_1,prob_2
206,1,0.5007759929,0.4992240369
207,1,0.8834807277000001,0.11651924250000001
208,1,0.909468472,0.0905315802
209,1,0.7456743717000001,0.2543256283
210,1,0.9414558411,0.058544136600000005
211,1,0.6734355092000001,0.32656446100000003
212,1,0.7356274128,0.2643725574
213,1,0.5009179115,0.4990820587
214,1,0.9876426458,0.0123573756
215,2,0.1415857822,0.8584142923
216,1,0.6699967384000001,0.3300032318
217,1,0.8428800702,0.1571198851
218,2,0.0672280416,0.9327719212000001
219,1,0.7783375978,0.2216624022
220,1,0.6100246906,0.389975369
221,2,0.4815922379,0.5184077621000001
222,1,0.8541612029000001,0.145838812
223,1,0.8869935870000001,0.11300644280000001
224,1,0.9645847678,0.0354151726
225,1,0.5853500962,0.4146499336
226,1,0.7584050894000001,0.2415949255
227,1,0.6922745705000001,0.3077254593
228,1,0.5932508111,0.4067491889
229,2,0.0023812822000000003,0.9976187348000001
230,2,0.23138150570000002,0.7686184645
231,1,0.9746744633000001,0.0253255498
232,2,0.0018067163,0.9981933236
233,1,0.7602769732,0.23972302680000002
234,2,0.0058109830000000005,0.9941890240000001
235,1,0.7095283866000001,0.2904716134
236,1,0.7524377704,0.2475622892
237,1,0.915222168,0.0847777948
238,1,0.7834083438,0.2165917158
239,2,0.1635866612,0.8364133835
240,1,0.8711303473,0.1288696975
241,2,0.0257356428,0.9742643237
242,1,0.8996964693,0.1003035605
243,2,0.16489180920000002,0.8351081610000001
244,1,0.8091838956,0.1908160597
245,1,0.8256416321000001,0.1743583679
246,2,0.1046307087,0.8953692317
247,2,0.00394062,0.9960594177000001
248,2,0.2443442941,0.7556557059
249,2,0.3848170638,0.6151828766
250,1,0.7877343893000001,0.2122656107
251,1,0.8811495304,0.11885049190000001
252,2,0.0345393904,0.9654605985
253,2,0.35106456280000004,0.6489354372
254,2,0.0424406603,0.9575594068000001
255,2,0.0006174251,0.9993824959000001
256,1,0.771109581,0.2288904339
257,1,0.8369990587,0.1630009115
258,1,0.6319285631,0.3680714667
259,1,0.8083099127000001,0.1916900724
260,2,0.146778509,0.8532214761
261,1,0.9390084743,0.0609914809
262,2,0.0027522903000000002,0.9972476363
263,1,0.9540458322,0.0459541604
264,1,0.5468206406,0.4531793892
265,2,0.40917697550000004,0.5908229947
266,1,0.8439767957000001,0.15602315960000002
267,2,0.069609642,0.930390358
268,2,0.28243562580000003,0.7175644040000001
269,2,0.0020127916,0.9979871511
270,1,0.7517555356000001,0.2482444346
271,2,0.0559482165,0.9440517426
272,2,0.0002332508,0.9997667670000001
273,2,0.3251478076,0.6748521328
274,1,0.5117783546,0.48822167520000004
275,1,0.9667170644,0.0332829542
276,2,0.38561776280000004,0.6143822670000001
277,2,0.1440039277,0.8559960723000001
278,2,0.1960511059,0.8039488196
279,2,0.0348615944,0.9651384354
280,1,0.6233666539,0.3766333163
281,2,0.1749606431,0.8250393271
282,1,0.9586154222000001,0.0413845964
283,2,0.45051866770000004,0.5494813323000001
284,1,0.7114905715000001,0.2885094285
285,2,0.0912035182,0.9087964892
286,2,0.1593586951,0.8406412601000001
287,2,0.179631114,0.820368886
288,1,0.9650326371000001,0.0349673852
289,2,0.001346797,0.9986531734
290,2,0.3848937452,0.6151062846
291,1,0.5395139456,0.4604859948
292,1,0.7075583935,0.2924415767
293,1,0.9825422764,0.0174576826
294,1,0.802536726,0.1974633336
295,1,0.8108218312000001,0.1891781837
296,1,0.7120707631000001,0.28792920710000003
297,1,0.8906901479,0.1093098745
298,2,0.001993943,0.9980060458000001
299,1,0.5420075059,0.4579925239
300,1,0.5167219043,0.4832780659
301,2,0.0002453716,0.9997546077
302,2,0.46780279280000003,0.532197237
303,2,0.4556334019,0.5443665981
304,1,0.7735331655000001,0.22646683450000002
305,2,0.00434872,0.9956513047000001
306,2,0.1527653188,0.847234726
307,1,0.7245259285,0.2754741013
308,2,0.0202005878,0.9797994494000001
309,1,0.7316163778,0.26838359240000004
310,1,0.5854129195000001,0.4145870507
311,2,0.0179468188,0.9820531607
312,1,0.8355110884,0.1644889712
313,1,0.6238714457,0.3761285245
314,1,0.8332308531,0.1667691767
315,1,0.6498600245,0.3501399457
316,1,0.6225805283,0.37741950150000003
317,1,0.8758887053000001,0.1241112426
318,1,0.6125119328,0.3874880672
319,1,0.7032257318,0.2967742682
320,2,0.3441687822,0.6558312178
321,1,0.7691899538,0.23081006110000002
322,1,0.7545347214,0.2454652488
323,1,0.8175076842000001,0.18249230090000002
324,2,0.36800643800000005,0.6319935918
325,1,0.5672468543,0.4327531457
326,1,0.9147288799000001,0.0852711201
327,1,0.6550084352000001,0.34499150510000004
328,2,0.0197713841,0.9802286029
329,2,0.0005023942,0.9994975328000001
330,2,0.1986103058,0.8013897538
331,2,0.4345965981,0.5654033422
332,2,0.0111810677,0.9888189435
333,2,0.06100906800000001,0.9389909506
334,2,0.4556334019,0.5443665981
335,1,0.9762039185,0.0237960946
336,1,0.9257013202000001,0.07429873940000001
337,1,0.8670258522000001,0.1329741478
338,1,0.7765132785000001,0.22348669170000002
339,1,0.7517017126000001,0.24829825760000002
340,2,0.3906292021,0.6093707681
341,1,0.7016449571000001,0.2983550727
342,1,0.9460036755000001,0.0539963022
343,1,0.6473097205,0.3526903391
344,2,0.0751392469,0.9248607159000001
345,1,0.8531227112,0.1468773186
346,1,0.7781908512,0.22180911900000003
347,2,0.2696023583,0.7303976417
348,1,0.927039206,0.0729607642
349,2,7.849020000000002e-05,0.9999215603
350,1,0.6532049179,0.3467951119
351,1,0.9218659997,0.078134045
352,1,0.6545433402,0.34545668960000003
353,1,0.5751738548,0.42482611540000004
354,1,0.8607934117,0.1392066032
355,2,0.16994982960000002,0.8300501704000001
356,1,0.5834481716000001,0.4165518582
357,1,0.8152774572,0.18472260240000002
358,2,0.1159462482,0.8840537071000001
359,1,0.5679817796000001,0.4320181906
360,1,0.9800187945000001,0.0199811626
361,1,0.7385908961000001,0.2614091635
362,2,0.1527653188,0.847234726
363,1,0.7187393308000001,0.281260699
364,2,0.11776106060000001,0.8822389245000001
365,1,0.7289510965,0.2710489035
366,2,0.1008867323,0.8991132379000001
367,2,0.1687803417,0.8312196732
368,2,0.43116945030000003,0.5688305497
369,1,0.9413696527000001,0.058630373300000004
370,2,0.0057276171,0.9942723513
371,1,0.5744891763000001,0.4255107939
372,1,0.8306207061,0.1693792492
373,1,0.8579372168,0.142062813
374,1,0.8818320632000001,0.1181680039
375,1,0.8180849552,0.181915015
376,2,0.2435349077,0.7564651370000001
377,1,0.9701226354,0.029877305000000003
378,1,0.9092980027,0.09070197490000001
379,1,0.7839276195,0.2160723507
380,1,0.5922138095,0.4077862203
381,1,0.8785245419000001,0.12147547300000001
382,1,0.7658257484000001,0.2341742218
383,1,0.7219820023,0.2780179679
384,1,0.8949171305,0.1050828919
385,1,0.9634875059,0.0365124978
386,1,0.7602769732,0.23972302680000002
387,1,0.9619939923,0.0380060188
388,2,0.0323023312,0.9676976204000001
389,1,0.9591007829,0.0408991724
390,1,0.5304079652,0.4695919752
391,2,0.0878139064,0.9121860266
392,1,0.6793409586,0.3206590116
393,1,0.7965046763,0.2034953535
394,2,0.11518368870000001,0.8848162889000001
395,1,0.8044066429000001,0.1955934018
396,2,0.020528581,0.9794714451000001
397,1,0.5066181421,0.4933818579
398,1,0.7636600733000001,0.23633994160000002
399,1,0.8229491711,0.17705087360000002
